VIV_SEL,P1_1,P1_2,P1_3,P1_4,P1_5_1,P1_5_2,P2_1,P2_2,P2_3,cve_est,cve_mun,cluster
6,2,1,1,1,1,1,4,1,1,28,40,0
7,2,1,1,1,1,1,4,1,1,28,40,0
13,3,6,2,1,2,2,6,1,1,28,22,1
16,3,6,2,2,2,2,1,1,1,28,22,1
17,3,5,2,1,2,2,3,1,1,28,22,1
19,3,6,2,1,1,2,3,1,1,28,22,1
20,3,3,2,1,1,1,5,1,1,28,22,1
21,3,5,2,1,2,1,3,1,1,28,22,1
1,2,2,2,1,1,1,1,1,1,28,26,0
3,2,1,2,1,1,1,1,1,1,28,26,0
4,2,2,2,1,2,2,3,1,1,28,26,0
5,2,2,2,1,1,2,2,1,1,28,26,0
6,2,2,5,1,1,1,7,1,1,28,26,0
7,2,2,5,1,1,1,1,1,1,28,26,0
8,2,2,2,1,1,1,3,1,1,28,26,0
9,2,2,5,1,2,1,2,1,1,28,26,0
10,2,2,5,1,1,2,7,1,1,28,26,0
11,2,2,2,1,1,1,5,1,1,28,26,0
12,2,2,2,1,2,1,6,1,1,28,26,0
13,2,2,2,1,1,1,3,1,1,28,26,0
14,2,2,2,1,2,2,2,1,1,28,26,0
15,2,2,2,1,2,2,1,1,1,28,26,0
16,2,2,5,1,1,1,2,1,1,28,26,0
17,2,2,5,1,1,1,5,1,1,28,26,0
18,2,2,5,1,2,1,3,1,1,28,26,0
19,2,2,5,1,2,2,5,1,1,28,26,0
20,2,2,5,1,2,2,2,1,1,28,26,0
1,2,1,3,1,1,1,4,1,1,28,32,0
2,2,6,2,1,1,1,4,1,1,28,32,0
3,2,6,2,1,1,1,2,1,1,28,32,0
5,2,6,2,1,1,1,4,1,1,28,32,0
6,2,1,2,1,1,1,9,1,1,28,32,0
7,2,6,2,1,1,1,1,1,1,28,32,0
8,2,6,2,1,1,1,4,1,1,28,32,0
9,2,1,2,1,1,1,3,1,1,28,32,0
10,2,1,2,1,1,1,3,1,1,28,32,0
12,3,4,1,1,1,1,2,1,1,28,32,0
13,3,4,1,1,1,1,3,1,1,28,32,0
14,2,2,1,1,1,2,1,1,1,28,32,0
19,3,2,1,1,1,1,4,1,1,29,6,1
1,2,1,1,1,1,1,5,1,1,29,6,1
2,2,2,1,1,1,1,5,1,1,29,6,1
3,2,2,1,1,1,1,3,1,1,29,6,1
4,3,1,1,1,1,2,3,1,1,29,6,1
5,2,2,1,1,1,2,1,1,1,29,6,1
6,2,1,1,1,1,1,6,1,1,29,6,1
7,3,1,1,1,1,1,2,1,1,29,6,1
8,2,1,1,1,1,1,8,1,1,29,6,1
9,2,1,1,1,1,1,6,1,1,29,6,1
10,2,1,1,1,1,1,1,1,1,29,6,1
11,2,1,1,1,1,1,2,1,1,29,6,1
12,2,1,1,1,1,2,8,1,1,29,6,1
13,2,2,1,1,2,2,1,1,1,29,6,1
14,2,1,1,1,1,1,3,1,1,29,6,1
15,2,2,1,1,2,2,5,1,1,29,6,1
16,2,2,1,1,1,2,5,1,1,29,6,1
17,2,1,1,1,1,1,5,1,1,29,6,1
18,3,2,1,1,1,1,4,1,1,29,6,1
20,2,4,1,1,2,2,14,1,1,29,6,1
2,2,1,1,1,2,1,4,1,1,29,6,1
3,3,1,1,1,1,1,1,1,1,29,6,1
4,3,1,1,1,1,1,3,1,1,29,6,1
5,3,1,1,1,1,2,4,1,1,29,6,1
6,3,1,1,1,1,1,6,1,1,29,6,1
7,3,1,1,1,1,1,3,1,1,29,6,1
8,3,1,1,1,1,1,2,1,1,29,6,1
9,2,1,1,1,1,1,3,1,1,29,6,1
10,2,1,1,1,1,1,1,1,1,29,6,1
11,2,1,1,1,1,1,4,1,1,29,6,1
12,2,1,1,1,2,1,2,1,1,29,6,1
13,3,1,1,1,2,2,6,1,1,29,6,1
14,2,1,1,1,1,1,5,1,1,29,6,1
16,2,1,1,1,1,1,3,1,1,29,6,1
17,2,1,1,1,1,2,4,1,1,29,6,1
18,2,2,1,1,1,1,2,1,1,29,6,1
19,3,1,1,1,1,1,2,1,1,29,6,1
20,2,1,1,1,1,1,4,1,1,29,6,1
3,2,1,1,1,1,1,2,1,1,28,41,0
4,3,1,1,1,1,1,4,1,1,28,41,0
1,2,1,1,1,1,1,4,1,1,28,41,0
2,3,1,1,1,1,1,3,1,1,28,41,0
4,3,1,1,1,1,1,3,1,1,28,41,0
5,2,1,1,1,1,1,3,1,1,28,41,0
1,3,1,1,1,1,1,6,1,1,28,41,0
2,2,1,1,1,1,1,4,1,1,28,41,0
4,3,1,1,1,1,2,3,1,1,28,41,0
5,3,1,1,1,1,1,2,1,1,28,41,0
1,3,1,1,1,1,1,3,1,1,28,41,0
4,3,1,1,1,1,1,4,1,1,28,41,0
5,2,1,1,1,1,1,2,1,1,28,41,0
2,2,1,1,1,1,1,5,1,1,28,41,0
3,3,1,1,1,1,1,8,2,2,28,41,0
4,2,1,1,1,1,1,4,1,1,28,41,0
5,3,1,1,1,1,1,3,1,1,28,41,0
2,2,1,1,1,1,1,2,1,1,28,41,0
4,2,1,1,1,1,1,5,1,1,28,41,0
5,2,2,1,1,1,1,7,1,1,28,41,0
1,2,1,1,1,2,2,1,1,1,28,41,0
3,3,1,1,1,1,1,4,1,1,28,41,0
4,3,1,1,1,2,2,1,1,1,28,41,0
5,2,1,1,1,1,1,4,1,1,28,41,0
1,2,1,1,1,1,2,2,1,1,28,41,0
2,2,1,1,1,2,2,1,1,1,28,41,0
4,3,1,1,1,1,1,3,1,1,28,41,0
1,3,1,1,1,1,1,2,1,1,28,41,0
2,3,1,1,1,1,1,4,1,1,28,41,0
5,3,1,1,1,1,1,4,1,1,28,41,0
9,3,1,1,1,1,1,2,1,1,28,40,0
10,2,2,1,2,2,2,1,1,1,28,40,0
11,2,2,5,1,2,2,1,1,1,28,40,0
14,2,2,1,1,1,1,4,1,1,28,40,0
15,2,1,1,1,1,1,5,1,1,28,40,0
16,2,1,1,1,1,2,1,1,1,28,40,0
17,2,1,1,1,2,2,4,1,1,28,40,0
18,3,1,1,1,1,1,9,1,1,28,40,0
19,2,1,1,1,1,1,5,1,1,28,40,0
20,2,1,1,1,1,2,2,1,1,28,40,0
4,2,1,1,1,1,1,2,1,1,28,40,0
7,2,1,1,1,1,1,5,1,1,28,40,0
8,2,1,1,1,1,1,2,1,1,28,40,0
9,3,1,1,1,1,1,3,1,1,28,40,0
11,2,2,1,1,2,1,4,1,1,28,40,0
12,3,1,1,1,1,1,2,1,1,28,40,0
14,3,1,1,1,1,1,4,1,1,28,40,0
15,2,1,1,1,1,1,3,1,1,28,40,0
19,2,1,1,1,1,1,4,1,1,28,40,0
1,3,1,1,1,1,1,1,1,1,28,2,1
2,2,1,1,1,1,2,4,1,1,28,2,1
3,3,1,1,1,1,1,1,1,1,28,2,1
4,2,1,1,1,1,1,6,1,1,28,2,1
5,2,1,1,1,2,1,3,1,1,28,2,1
7,2,1,1,1,1,1,3,1,1,28,2,1
9,2,1,1,1,1,1,2,1,1,28,2,1
16,2,1,2,1,1,2,2,1,1,28,32,0
17,2,2,2,1,1,1,2,1,1,28,32,0
18,2,2,1,1,1,1,4,1,1,28,32,0
1,1,2,5,1,1,2,6,1,1,28,39,0
2,2,2,5,1,1,1,2,1,1,28,39,0
3,2,2,2,1,1,2,1,1,1,28,39,0
4,2,4,5,1,1,1,1,1,1,28,39,0
8,2,2,2,1,1,1,3,1,1,28,39,0
9,2,2,2,1,1,1,3,1,1,28,39,0
10,2,1,5,1,1,2,3,1,1,28,39,0
11,2,2,2,1,1,1,2,1,1,28,39,0
13,2,2,2,1,1,2,5,1,1,28,39,0
15,2,2,2,1,2,2,9,1,1,28,39,0
16,2,2,2,1,1,1,5,1,1,28,39,0
17,1,2,5,1,2,2,1,1,1,28,39,0
18,2,2,5,1,1,1,7,1,1,28,39,0
19,2,2,5,1,1,1,8,1,1,28,39,0
20,1,2,2,1,1,1,8,1,1,28,39,0
1,2,2,5,1,1,2,2,1,1,28,39,0
2,2,2,5,1,1,2,2,1,1,28,39,0
3,2,2,5,1,1,1,7,1,1,28,39,0
4,2,2,5,1,2,2,5,1,1,28,39,0
5,3,2,5,1,2,2,1,1,1,28,39,0
6,2,2,2,1,1,1,5,1,1,28,39,0
7,2,2,2,1,1,1,6,1,1,28,39,0
8,2,2,2,1,1,1,4,1,1,28,39,0
9,2,2,2,1,1,2,4,1,1,28,39,0
10,1,2,2,1,1,2,5,1,1,28,39,0
11,2,2,3,1,1,2,2,1,1,28,39,0
12,2,2,2,1,1,1,2,1,1,28,39,0
13,2,2,2,1,2,2,1,1,1,28,39,0
15,2,2,2,1,2,2,1,1,1,28,39,0
17,2,2,5,1,1,1,2,1,1,28,39,0
18,2,2,2,1,1,1,3,1,1,28,39,0
19,2,1,5,1,1,1,4,1,1,28,39,0
20,2,2,5,1,1,1,9,1,1,28,39,0
1,3,1,1,1,1,1,6,1,1,29,10,1
3,2,1,1,1,1,2,4,1,1,29,10,1
4,3,1,1,1,1,1,5,1,1,29,10,1
5,3,1,1,1,1,1,5,1,1,29,10,1
2,2,2,1,1,2,2,3,1,1,29,10,1
3,3,1,1,1,1,1,7,2,2,29,10,1
4,3,1,1,1,1,2,6,1,1,29,10,1
5,2,1,1,1,1,2,5,1,1,29,10,1
1,3,1,1,1,1,1,4,1,1,29,10,1
2,2,1,1,1,1,2,5,1,1,29,10,1
3,2,1,1,1,2,2,3,1,1,29,10,1
4,2,1,1,1,1,1,4,1,1,29,10,1
5,2,1,1,1,1,1,3,1,1,29,10,1
1,2,1,1,1,2,2,10,1,1,29,10,1
2,2,1,1,1,1,1,4,1,1,29,10,1
4,2,1,1,1,2,2,7,1,1,29,10,1
5,3,1,1,1,1,1,4,1,1,29,10,1
1,3,1,1,1,2,1,3,1,1,29,10,1
2,2,1,1,1,1,1,8,1,1,29,10,1
3,3,1,1,1,1,1,8,1,1,29,10,1
4,2,1,1,1,2,2,4,1,1,29,10,1
5,2,2,1,1,2,2,2,1,1,29,10,1
1,2,1,1,1,1,1,5,1,1,29,10,1
2,2,2,1,1,1,2,2,1,1,29,10,1
4,2,1,1,1,1,1,9,1,1,29,10,1
5,2,1,1,1,1,2,4,1,1,29,10,1
1,2,2,1,1,1,2,5,1,1,29,10,1
3,2,1,1,1,1,2,8,1,1,29,10,1
1,2,2,1,1,2,2,8,1,1,29,10,1
2,2,1,1,1,1,1,5,1,1,29,10,1
3,2,1,1,1,1,1,1,1,1,29,10,1
4,2,2,1,1,2,1,2,1,1,29,10,1
5,2,2,1,1,1,1,2,1,1,29,10,1
2,2,1,1,1,1,2,8,1,1,29,10,1
3,3,1,1,1,1,2,3,1,1,28,41,0
4,3,1,1,1,1,1,5,1,1,28,41,0
5,3,1,1,1,1,1,4,1,1,28,41,0
1,3,1,1,1,1,1,1,1,1,28,3,1
2,2,1,1,1,1,2,1,1,1,28,3,1
4,3,1,1,1,1,1,2,1,1,28,3,1
5,3,1,1,1,1,1,3,1,1,28,3,1
1,3,1,1,1,1,1,3,1,1,28,3,1
2,3,1,1,1,1,1,4,1,1,28,3,1
3,3,1,1,1,1,1,4,1,1,28,3,1
4,3,1,1,1,1,1,2,1,1,28,3,1
1,3,1,1,1,1,1,1,1,1,28,3,1
2,3,1,1,1,1,1,3,1,1,28,3,1
3,2,1,1,1,1,1,1,1,1,28,3,1
4,2,1,1,1,1,1,3,1,1,28,3,1
5,2,1,1,1,1,2,1,1,1,28,3,1
1,3,1,1,1,1,2,2,1,1,28,3,1
2,3,1,1,1,1,1,5,1,1,28,3,1
3,2,1,1,1,2,2,4,1,1,28,3,1
4,3,1,1,1,1,1,3,1,1,28,3,1
5,3,1,1,1,1,1,2,1,1,28,3,1
1,2,1,1,1,1,2,2,1,1,28,3,1
2,2,1,1,1,2,2,3,1,1,28,3,1
3,3,1,1,1,1,1,5,1,1,28,3,1
2,3,1,1,1,1,1,3,1,1,28,3,1
3,2,1,1,1,1,1,3,1,1,28,3,1
4,2,1,1,1,1,2,2,1,1,28,3,1
1,3,1,1,1,1,1,7,2,2,28,3,1
3,2,2,1,1,2,2,1,1,1,28,3,1
4,2,2,5,1,2,2,1,1,1,28,3,1
5,2,1,1,1,2,2,1,1,1,28,3,1
1,2,2,5,1,1,1,9,1,1,28,3,1
2,2,1,1,1,1,2,6,1,1,28,3,1
3,2,1,1,1,1,2,9,1,1,28,3,1
4,2,1,2,1,1,1,2,1,1,28,3,1
11,3,1,1,1,1,1,2,1,1,28,2,1
12,3,1,1,1,1,1,5,1,1,28,2,1
13,2,1,1,1,1,2,1,1,1,28,2,1
14,2,1,1,1,1,2,3,1,1,28,2,1
15,3,1,1,1,2,2,3,1,1,28,2,1
16,2,1,1,1,1,1,1,1,1,28,2,1
18,3,1,1,1,1,1,2,1,1,28,2,1
19,3,1,1,1,1,1,3,1,1,28,2,1
20,2,1,3,1,1,1,6,1,1,28,2,1
1,3,1,1,1,1,1,2,1,1,28,12,1
2,2,1,1,1,1,1,1,1,1,28,12,1
5,3,1,1,1,1,1,7,1,1,28,12,1
6,2,2,1,1,2,2,1,1,1,28,12,1
7,2,1,1,1,1,1,4,1,1,28,12,1
9,3,1,1,1,1,1,1,1,1,28,12,1
10,3,1,1,1,1,1,1,1,1,28,12,1
12,3,1,1,1,1,1,4,1,1,28,12,1
13,2,1,1,1,1,1,3,1,1,28,12,1
14,2,1,1,1,1,1,2,1,1,28,12,1
15,3,1,1,1,1,1,2,1,1,28,12,1
16,3,1,1,1,1,1,2,1,1,28,12,1
17,2,1,1,1,1,1,3,1,1,28,12,1
18,2,2,1,1,1,1,3,1,1,28,12,1
1,2,1,2,1,1,1,4,1,1,28,12,1
2,2,1,1,1,1,1,3,1,1,28,12,1
3,2,2,2,1,1,1,7,2,2,28,12,1
4,2,1,1,1,1,1,6,1,1,28,12,1
5,2,1,1,1,1,1,5,1,1,28,12,1
6,2,2,3,1,2,1,2,1,1,28,12,1
7,3,1,1,1,1,1,6,2,2,28,12,1
8,3,1,1,1,1,1,4,1,1,28,12,1
9,2,2,3,1,1,2,4,1,1,28,12,1
11,3,1,1,1,1,1,4,1,1,28,12,1
1,2,1,1,1,2,1,4,1,1,28,41,0
2,2,1,1,1,1,1,3,1,1,28,41,0
3,2,2,1,1,1,1,8,1,1,28,41,0
4,2,1,1,1,1,1,7,1,1,28,41,0
5,2,1,1,1,1,1,3,1,1,28,41,0
6,3,1,1,1,1,1,2,1,1,28,41,0
7,3,1,1,1,1,1,3,1,1,28,41,0
8,2,1,1,1,1,1,4,1,1,28,41,0
9,2,1,1,1,1,1,4,1,1,28,41,0
10,2,1,2,1,1,1,8,1,1,28,41,0
11,2,1,1,1,1,1,3,1,1,28,41,0
13,3,1,1,1,1,2,2,1,1,28,41,0
14,2,1,1,1,1,1,2,1,1,28,41,0
18,2,6,2,1,1,1,2,1,1,28,41,0
19,2,6,5,2,2,2,1,1,1,28,41,0
20,2,1,2,1,1,1,9,1,1,28,41,0
2,2,1,1,1,1,1,4,1,1,28,28,0
3,2,1,1,1,1,1,3,1,1,28,28,0
4,2,1,1,1,1,1,5,1,1,28,28,0
5,2,2,5,1,1,1,3,1,1,28,28,0
7,1,2,1,1,1,2,3,1,1,28,28,0
8,2,1,1,1,1,1,3,1,1,28,28,0
9,2,1,1,1,1,1,4,1,1,28,28,0
10,2,2,2,1,1,1,7,1,1,28,28,0
12,2,2,2,1,2,2,1,1,1,28,28,0
13,2,1,1,1,1,1,4,1,1,28,28,0
14,2,1,1,1,1,1,5,1,1,28,28,0
16,2,1,2,1,1,1,2,1,1,28,28,0
17,2,2,2,1,2,2,3,1,1,28,28,0
18,1,2,2,1,1,1,2,1,1,28,28,0
20,2,1,2,1,1,1,6,1,1,28,28,0
1,3,1,1,1,1,1,1,1,1,29,5,1
3,3,1,1,1,1,1,5,1,1,29,5,1
4,2,1,1,1,1,2,3,1,1,29,5,1
5,3,1,1,1,1,1,4,1,1,29,5,1
3,2,1,1,1,1,1,4,1,1,29,10,1
4,3,1,1,1,1,1,3,1,1,29,10,1
5,3,1,1,1,1,1,3,1,1,29,10,1
2,3,1,1,1,1,1,3,1,1,29,10,1
4,3,1,1,1,1,1,2,1,1,29,10,1
5,3,1,1,1,2,1,5,1,1,29,10,1
1,3,1,1,1,1,1,3,1,1,29,10,1
2,2,1,1,1,1,2,2,1,1,29,10,1
3,3,1,1,1,1,1,6,1,1,29,10,1
4,3,1,1,1,1,1,4,1,1,29,10,1
5,3,1,1,1,1,1,4,1,1,29,10,1
1,3,1,1,1,1,1,2,1,1,29,10,1
2,2,1,1,1,1,1,7,1,1,29,10,1
4,3,1,1,1,1,1,3,1,1,29,10,1
5,2,1,1,1,1,1,4,1,1,29,10,1
1,2,1,1,1,1,2,5,1,1,29,10,1
2,2,2,1,1,1,2,8,1,1,29,10,1
5,2,2,1,1,2,2,2,1,1,29,10,1
1,2,1,1,1,1,1,4,1,1,29,10,1
3,2,1,1,1,1,1,6,1,1,29,10,1
4,2,1,1,1,2,2,4,1,1,29,10,1
5,2,1,1,1,1,2,4,1,1,29,10,1
1,2,2,1,1,2,2,2,1,1,29,10,1
2,2,2,2,1,2,2,6,1,1,29,10,1
3,2,1,1,1,2,1,4,1,1,29,10,1
4,2,1,1,1,2,2,6,2,2,29,10,1
5,2,1,1,1,1,2,5,1,1,29,10,1
1,2,2,1,1,2,2,1,1,1,29,10,1
2,3,1,1,1,2,1,5,1,1,29,10,1
3,2,1,1,1,1,1,5,1,1,29,10,1
1,2,1,1,1,1,2,7,1,1,29,10,1
2,2,2,1,1,2,2,3,1,1,29,10,1
3,2,2,1,1,2,2,5,1,1,29,10,1
4,2,1,1,1,1,1,4,1,1,29,10,1
5,2,1,1,1,1,1,2,1,1,29,10,1
4,2,1,1,1,1,2,4,1,1,29,38,0
5,2,1,1,1,1,1,5,1,1,29,38,0
1,2,2,1,1,1,2,11,2,3,29,33,0
2,3,1,1,1,1,1,2,1,1,29,33,0
3,3,1,1,1,2,2,1,1,1,29,33,0
4,3,1,1,1,1,1,3,1,1,29,33,0
5,3,1,1,1,1,1,3,1,1,29,33,0
3,3,1,5,1,2,2,4,1,1,29,3,1
4,2,1,1,1,1,1,2,1,1,29,3,1
5,2,2,1,1,2,2,1,1,1,29,3,1
6,2,1,1,1,1,1,4,1,1,29,3,1
7,2,2,1,1,1,2,5,1,1,29,3,1
8,2,2,1,1,2,2,4,1,1,29,3,1
9,2,1,2,1,1,2,2,1,1,29,3,1
10,2,1,1,1,1,1,2,1,1,29,3,1
11,3,2,1,1,2,2,3,1,1,29,3,1
12,2,2,1,1,1,1,2,1,1,29,3,1
13,2,2,1,1,1,1,8,1,1,29,3,1
14,2,1,1,1,1,1,1,1,1,29,3,1
15,3,1,1,1,1,1,1,1,1,29,3,1
16,2,2,3,1,1,1,2,1,1,29,3,1
17,2,2,5,1,1,1,5,1,1,29,3,1
18,2,4,5,2,2,2,1,1,1,29,3,1
19,2,2,1,1,1,1,4,1,1,29,3,1
20,2,2,2,1,1,1,6,1,1,29,3,1
1,2,2,1,1,2,2,4,1,1,29,14,1
3,2,1,1,1,2,2,2,1,1,29,14,1
4,2,2,1,1,1,1,2,1,1,29,14,1
5,3,1,1,1,1,1,4,1,1,29,14,1
6,2,1,1,1,1,1,2,1,1,29,14,1
7,2,2,1,1,1,1,8,1,1,29,14,1
8,2,2,1,1,2,2,4,1,1,29,14,1
10,2,2,1,1,1,1,3,1,1,29,14,1
11,3,1,1,1,1,1,3,1,1,29,14,1
12,2,1,1,1,1,1,9,1,1,29,14,1
13,2,1,1,1,1,1,6,1,1,29,14,1
14,2,1,1,1,1,2,1,1,1,29,14,1
15,2,2,1,1,2,1,5,1,1,29,14,1
16,2,1,1,1,2,2,4,1,1,29,14,1
17,2,1,1,1,1,2,3,1,1,29,14,1
18,2,1,1,1,1,2,4,1,1,29,14,1
19,2,2,1,1,1,2,6,1,1,29,24,1
20,2,2,1,1,1,2,3,1,1,29,24,0
1,2,2,5,1,1,2,4,1,1,29,34,0
3,2,2,5,1,1,1,5,1,1,29,34,0
4,2,2,5,1,2,1,1,1,1,29,34,0
5,2,2,5,1,1,2,7,1,1,29,34,0
6,2,2,1,1,2,2,2,1,1,29,34,0
7,2,2,1,1,1,1,3,1,1,29,34,0
8,2,1,1,1,1,1,10,1,1,29,34,0
9,2,2,1,1,1,1,10,1,1,29,34,0
10,2,2,1,1,2,2,9,1,1,29,34,0
11,2,2,3,1,1,2,2,1,1,29,34,0
12,2,2,3,1,1,2,5,1,1,29,34,0
13,2,2,5,1,1,1,3,1,1,29,34,0
14,2,2,3,1,2,2,4,1,1,29,34,0
16,3,2,2,1,1,2,4,1,1,29,34,0
18,2,2,5,1,2,2,6,1,1,29,34,0
19,2,2,5,1,2,2,5,1,1,29,34,0
21,3,2,2,1,1,2,4,1,1,29,34,0
1,2,2,1,1,1,1,3,1,1,29,36,0
2,3,1,1,1,1,1,4,1,1,29,36,0
3,2,1,1,1,1,2,2,1,1,29,36,0
4,2,1,1,1,2,1,3,1,1,29,36,0
5,2,1,1,1,1,1,3,1,1,29,36,0
6,1,1,1,2,2,2,2,1,1,29,36,0
8,3,2,1,1,1,1,4,1,1,29,36,0
9,2,2,1,1,1,2,1,1,1,29,36,0
10,2,1,1,1,1,1,4,1,1,29,36,0
11,2,1,1,1,1,2,4,1,1,29,36,0
13,2,2,1,1,2,2,2,1,1,29,36,0
14,2,2,1,1,1,2,2,1,1,29,36,0
15,3,2,1,1,1,2,4,1,1,29,36,0
16,2,1,1,1,1,2,2,1,1,29,36,0
19,2,2,1,1,1,2,3,1,1,29,36,0
22,2,2,1,1,1,2,5,1,1,29,36,0
2,2,1,2,1,1,1,4,1,1,30,28,0
3,2,6,2,1,1,1,8,2,2,30,28,0
4,2,2,2,1,1,1,2,1,1,30,28,0
5,2,2,2,1,1,1,4,1,1,30,28,0
1,3,1,1,1,1,1,3,1,1,30,28,0
2,2,1,1,1,1,1,10,2,2,30,28,0
3,3,1,1,1,1,1,3,1,1,30,28,0
4,3,1,1,1,1,1,3,1,1,30,28,0
1,3,1,1,1,1,1,4,1,1,30,28,0
2,3,1,1,1,1,2,1,1,1,30,28,0
3,3,1,1,1,1,1,1,1,1,30,28,0
4,3,1,1,1,1,1,5,1,1,30,28,0
5,3,1,1,1,1,1,2,1,1,30,28,0
1,3,1,1,1,1,1,2,1,1,30,28,0
2,3,1,1,1,1,1,2,1,1,30,28,0
3,2,1,1,1,1,1,4,1,1,30,28,0
1,3,1,1,1,1,1,3,1,1,30,28,0
2,2,1,1,1,1,1,2,1,1,30,28,0
3,2,1,1,1,1,1,2,1,1,30,28,0
4,3,1,1,1,1,1,4,1,1,30,28,0
5,2,1,1,1,1,1,1,1,1,30,28,0
2,3,1,1,1,1,1,4,1,1,30,28,0
3,3,1,1,1,1,1,2,1,1,30,28,0
4,3,1,1,1,1,1,2,1,1,30,28,0
2,3,1,1,1,1,1,3,1,1,30,28,0
3,3,1,1,1,1,1,5,1,1,30,28,0
4,2,1,1,1,1,1,3,1,1,30,28,0
5,3,1,1,1,1,1,2,1,1,30,28,0
1,3,1,1,1,1,1,4,1,1,30,28,0
2,3,1,1,1,1,1,4,1,1,30,28,0
5,2,1,1,1,1,2,4,1,1,30,28,0
1,3,1,1,1,1,1,4,1,1,30,108,3
2,3,1,1,1,2,2,3,1,1,30,108,3
4,2,2,1,1,2,2,1,1,1,30,108,3
5,3,2,1,1,1,2,5,1,1,30,108,3
1,2,1,1,1,1,1,4,1,1,30,108,3
2,3,1,1,1,1,1,4,1,1,30,108,3
3,3,1,1,1,1,1,3,1,1,30,108,3
4,3,1,1,1,1,1,1,1,1,30,108,3
5,3,1,1,1,1,1,3,1,1,30,108,3
1,2,2,1,1,1,2,8,2,2,30,108,3
2,2,2,1,1,1,1,4,1,1,30,108,3
3,2,6,1,1,1,1,2,1,1,30,108,3
4,2,2,1,1,1,1,2,1,1,30,108,3
1,2,1,1,1,1,1,2,1,1,30,108,3
2,2,2,1,1,1,2,2,1,1,30,108,3
3,2,2,1,1,1,2,3,1,1,30,108,3
4,2,2,1,1,2,2,4,1,1,30,108,3
5,2,1,1,1,1,1,2,1,1,30,108,3
1,2,1,1,1,1,1,4,1,1,30,108,3
3,2,1,1,1,1,1,4,1,1,30,108,3
5,3,1,1,1,1,1,2,1,1,30,108,3
1,2,1,1,1,1,1,4,1,1,30,108,3
3,2,2,1,1,1,2,3,1,1,30,108,3
4,3,1,1,1,1,1,5,1,1,30,108,3
5,2,2,1,1,1,2,3,1,1,30,108,3
2,3,1,1,1,1,1,2,1,1,30,108,3
3,3,1,1,1,1,1,3,1,1,30,108,3
4,3,1,1,1,1,1,3,1,1,30,108,3
5,3,1,1,1,1,1,2,1,1,30,108,3
1,3,1,1,1,1,2,6,1,1,30,118,3
4,2,1,1,1,1,2,4,1,1,30,118,3
5,2,1,1,1,1,1,4,1,1,30,118,3
1,2,1,1,1,1,2,1,1,1,30,118,3
19,2,2,1,1,1,2,4,1,1,29,14,1
20,2,2,1,1,1,1,3,1,1,29,14,1
1,2,1,1,1,1,2,5,1,1,29,18,1
3,2,2,1,1,1,1,9,2,2,29,18,1
4,2,2,1,1,2,1,4,1,1,29,18,1
5,2,2,1,1,1,1,5,2,2,29,18,1
6,2,2,1,1,2,2,4,1,1,29,18,1
7,2,2,1,1,2,2,6,1,1,29,18,1
8,2,2,1,1,1,2,2,1,1,29,18,1
9,2,2,1,1,1,1,1,1,1,29,18,1
10,2,1,1,1,1,2,6,1,1,29,18,1
11,2,1,1,1,2,2,5,1,1,29,18,1
12,2,2,1,1,2,2,3,1,1,29,18,1
13,2,2,1,1,1,2,2,1,1,29,18,1
14,2,2,1,1,2,2,7,1,1,29,18,1
16,2,1,1,1,2,1,4,1,1,29,18,1
17,2,1,1,1,2,2,1,1,1,29,18,1
18,2,1,1,1,2,1,3,1,1,29,18,1
19,2,2,1,1,1,2,5,1,1,29,18,1
1,2,2,1,1,1,1,5,1,1,29,29,0
2,2,2,1,1,2,2,1,1,1,29,29,0
3,3,1,1,1,1,1,5,1,1,29,29,0
4,2,2,1,1,1,1,3,1,1,29,29,0
5,2,2,1,1,1,1,5,1,1,29,29,0
6,2,2,5,1,1,1,1,1,1,29,29,0
7,2,2,1,1,1,2,5,1,1,29,29,0
9,2,2,2,1,1,2,4,1,1,29,29,0
11,3,1,1,1,1,1,1,1,1,29,29,0
12,2,2,1,1,2,2,2,1,1,29,29,0
13,2,2,1,1,1,2,4,1,1,29,29,0
14,2,2,2,1,1,2,7,1,1,29,29,0
15,2,1,1,1,1,2,7,1,1,29,29,0
16,2,2,1,1,2,2,6,1,1,29,29,0
17,3,1,1,1,1,1,4,1,1,29,29,0
18,2,5,2,1,1,2,1,1,1,29,29,0
19,2,1,2,1,2,1,3,1,1,29,29,0
23,2,1,1,1,2,2,4,1,1,29,36,0
1,3,1,2,1,1,1,3,1,1,29,38,0
3,2,2,1,1,2,1,5,1,1,29,38,0
4,2,2,2,1,2,2,2,1,1,29,38,0
5,1,2,2,1,2,2,2,1,1,29,38,0
6,2,2,1,1,1,2,4,1,1,29,38,0
7,2,2,1,1,2,2,1,1,1,29,38,0
9,2,2,1,1,2,2,6,1,1,29,38,0
10,2,2,2,1,2,2,5,1,1,29,38,0
11,2,1,1,1,1,2,5,1,1,29,38,0
13,2,5,2,1,2,2,4,1,1,29,38,0
15,3,1,2,1,1,1,4,1,1,29,38,0
16,2,2,2,1,1,2,5,1,1,29,38,0
18,2,2,2,1,2,2,4,1,1,29,38,0
19,3,2,2,1,1,2,4,1,1,29,38,0
20,2,1,2,1,1,1,7,1,1,29,38,0
1,3,1,1,1,1,1,3,1,1,29,23,0
2,2,1,1,1,1,1,4,1,1,29,23,0
